Timestamp,SystemCodeNumber,Capacity,Occupancy,IsSpecialDay,VehicleType,Latitude,Longitude,TrafficConditionNearby,QueueLength,OccupancyRate,BaselinePrice,DemandScore,DemandPrice,SmoothedDemandPrice
2016-10-04 16:04:00,BHMBCCMKT01,577,162,0,bike,26.14453614,91.73617216,low,1,0.2807625649913345,20.0,0.17709058510480122,11.41672468083841,11.496018210633494
2016-10-04 16:31:00,BHMBCCMKT01,577,143,0,car,26.14453614,91.73617216,average,2,0.24783362218370883,20.0,0.1290169540680513,11.03213563254441,11.3413906846038
2016-10-05 07:57:00,BHMBCCMKT01,577,54,0,car,26.14453614,91.73617216,low,1,0.09358752166377816,20.0,0.0963724124567616,10.770979299654094,11.151253556287232
2016-10-05 08:30:00,BHMBCCMKT01,577,59,0,car,26.14453614,91.73617216,average,1,0.1022530329289428,20.0,0.04184729712429915,10.334778376994393,10.87909516318962
2016-10-05 09:04:00,BHMBCCMKT01,577,71,0,car,26.14453614,91.73617216,low,2,0.12305025996533796,20.0,0.11436742859729371,10.91493942877835,10.891043251719196
2016-10-05 09:30:00,BHMBCCMKT01,577,83,0,car,26.14453614,91.73617216,average,2,0.1438474870017331,20.0,0.06724671172272582,10.537973693781806,10.7733533990734
2016-10-05 10:04:00,BHMBCCMKT01,577,114,0,car,26.14453614,91.73617216,low,3,0.1975736568457539,20.0,0.1587498714968212,11.26999897197457,10.938901923373791
2016-10-05 10:30:00,BHMBCCMKT01,577,128,0,truck,26.14453614,91.73617216,high,4,0.2218370883882149,20.0,0.08497654602778433,10.679812368222274,10.852538738323286
2016-10-05 11:04:00,BHMBCCMKT01,577,148,0,bike,26.14453614,91.73617216,average,4,0.2564991334488735,20.0,0.10558420555550826,10.844673644444068,10.849917040363547
2016-10-05 11:30:00,BHMBCCMKT01,577,162,0,car,26.14453614,91.73617216,average,4,0.2807625649913345,20.0,0.14941034390403346,11.195282751232266,10.965038943986453
2016-10-05 12:04:00,BHMBCCMKT01,577,178,0,car,26.14453614,91.73617216,high,6,0.30849220103986136,20.0,0.10779445837901962,10.862355667032158,10.930811185001689
2016-10-05 12:30:00,BHMBCCMKT01,577,183,0,car,26.14453614,91.73617216,high,7,0.317157712305026,20.0,0.11344369594228376,10.90754956753827,10.923057312513883
2016-10-05 12:57:00,BHMBCCMKT01,577,175,0,car,26.14453614,91.73617216,high,7,0.30329289428076256,20.0,0.10522429760781592,10.841794380862527,10.895969668630098
2016-10-05 13:30:00,BHMBCCMKT01,577,179,0,truck,26.14453614,91.73617216,high,6,0.31022530329289427,20.0,0.1383615561081115,11.10689244886489,10.966277262041697
2016-10-05 13:57:00,BHMBCCMKT01,577,174,0,car,26.14453614,91.73617216,average,4,0.30155979202772965,20.0,0.16158678694432688,11.292694295554615,11.075082939879337
2016-10-05 14:30:00,BHMBCCMKT01,577,158,0,car,26.14453614,91.73617216,high,5,0.2738301559792028,20.0,0.08667967766289177,10.693437421303134,10.947867767020604
2016-10-05 14:57:00,BHMBCCMKT01,577,145,0,car,26.14453614,91.73617216,average,3,0.2512998266897747,20.0,0.13157247236759115,11.05257977894073,10.982771770993981
2016-10-05 15:30:00,BHMBCCMKT01,577,129,0,car,26.14453614,91.73617216,low,2,0.22357019064124783,20.0,0.17341166683663747,11.387293334693101,11.117612292227022
2016-10-05 16:04:00,BHMBCCMKT01,577,121,0,car,26.14453614,91.73617216,low,2,0.2097053726169844,20.0,0.1653314683881654,11.322651747105324,11.185958777186457
2016-10-05 16:30:00,BHMBCCMKT01,577,114,0,bike,26.14453614,91.73617216,low,1,0.1975736568457539,20.0,0.12835223709774285,11.026817896781942,11.13291181705162
2016-10-06 07:57:00,BHMBCCMKT01,577,58,0,car,26.14453614,91.73617216,low,1,0.10051993067590988,20.0,0.10049155148891453,10.803932411911317,11.023252015338185
2016-10-06 08:30:00,BHMBCCMKT01,577,63,0,car,26.14453614,91.73617216,low,1,0.10918544194107452,20.0,0.10563561872082344,10.845084949766587,10.963862993480987
2016-10-06 08:57:00,BHMBCCMKT01,577,70,0,car,26.14453614,91.73617216,low,1,0.12131715771230503,20.0,0.11282776509590359,10.90262212076723,10.94344936924307
2016-10-06 09:30:00,BHMBCCMKT01,577,95,0,car,26.14453614,91.73617216,low,2,0.16464471403812825,20.0,0.13892248654024952,11.111379892321995,10.999426210269379
2016-10-06 10:03:00,BHMBCCMKT01,577,135,0,car,26.14453614,91.73617216,low,3,0.2339688041594454,20.0,0.17995973391720463,11.439677871337636,11.146176763958799
2016-10-06 10:30:00,BHMBCCMKT01,577,160,0,car,26.14453614,91.73617216,average,3,0.2772963604852686,20.0,0.14686774190174465,11.174941935213958,11.155765154377185
2016-10-06 10:57:00,BHMBCCMKT01,577,177,0,car,26.14453614,91.73617216,average,3,0.30675909878682844,20.0,0.1641174938468451,11.31293995077476,11.208156753176379
2016-10-06 11:30:00,BHMBCCMKT01,577,191,0,cycle,26.14453614,91.73617216,average,4,0.3310225303292894,20.0,0.12995417828898315,11.039633426311866,11.151982310888208
2016-10-06 12:04:00,BHMBCCMKT01,577,199,0,car,26.14453614,91.73617216,high,7,0.34488734835355284,20.0,0.12983490806637132,11.03867926453097,11.11421462876913
2016-10-06 12:30:00,BHMBCCMKT01,577,206,0,car,26.14453614,91.73617216,high,7,0.35701906412478335,20.0,0.13698435116889696,11.095874809351177,11.108101355629813
2016-10-06 12:57:00,BHMBCCMKT01,577,198,0,car,26.14453614,91.73617216,average,5,0.3431542461005199,20.0,0.18629114396620328,11.490329151729625,11.235510620996418
2016-10-06 13:30:00,BHMBCCMKT01,577,208,0,bike,26.14453614,91.73617216,high,7,0.36048526863084923,20.0,0.1094899777053164,10.875919821642533,11.11564702121179
2016-10-06 13:57:00,BHMBCCMKT01,577,200,0,car,26.14453614,91.73617216,average,5,0.3466204506065858,20.0,0.1882979107785891,11.506383286228715,11.245892442884099
2016-10-06 14:30:00,BHMBCCMKT01,577,175,0,cycle,26.14453614,91.73617216,average,3,0.30329289428076256,20.0,0.11305019459629247,10.90440155677034,11.132062147512848
2016-10-06 15:04:00,BHMBCCMKT01,577,158,0,car,26.14453614,91.73617216,low,2,0.2738301559792028,20.0,0.2024998765572502,11.619999012458003,11.294707769161233
2016-10-06 15:31:00,BHMBCCMKT01,577,153,0,bike,26.14453614,91.73617216,low,2,0.2651646447140381,20.0,0.168515759927504,11.34812607942003,11.312513872580833
2016-10-06 16:04:00,BHMBCCMKT01,577,135,0,bike,26.14453614,91.73617216,low,1,0.2339688041594454,20.0,0.14976615136049348,11.198129210883947,11.274385652015205
2016-10-06 16:30:00,BHMBCCMKT01,577,129,0,car,26.14453614,91.73617216,low,2,0.22357019064124783,20.0,0.17341166683663747,11.387293334693101,11.312021546241171
2016-10-07 08:03:00,BHMBCCMKT01,577,58,0,car,26.14453614,91.73617216,low,2,0.10051993067590988,20.0,0.10100620468159402,10.808049637452752,11.144030909978365
2016-10-07 08:30:00,BHMBCCMKT01,577,61,0,car,26.14453614,91.73617216,average,2,0.10571923743500866,20.0,0.04444210986941156,10.355536878955292,10.881199566304009
2016-10-07 09:04:00,BHMBCCMKT01,577,75,0,car,26.14453614,91.73617216,low,1,0.12998266897746968,20.0,0.11795782848028115,10.94366262784225,10.902020586816757
2016-10-07 09:30:00,BHMBCCMKT01,577,103,0,car,26.14453614,91.73617216,low,2,0.17850953206239167,20.0,0.1470712219643357,11.176569775714686,10.993536983116067
2016-10-07 09:57:00,BHMBCCMKT01,577,128,0,bike,26.14453614,91.73617216,low,2,0.2218370883882149,20.0,0.14315206386997167,11.145216510959774,11.044096825730637
2016-10-07 10:30:00,BHMBCCMKT01,577,172,0,truck,26.14453614,91.73617216,high,5,0.29809358752166376,20.0,0.13070379058453108,11.045630324676248,11.044607992045842
2016-10-07 10:57:00,BHMBCCMKT01,577,188,0,car,26.14453614,91.73617216,average,3,0.32582322357019067,20.0,0.1752265395310685,11.401812316248547,11.163676100113411
2016-10-07 11:30:00,BHMBCCMKT01,577,199,0,bike,26.14453614,91.73617216,average,4,0.34488734835355284,20.0,0.15768534937779619,11.26148279502237,11.196278331749731
2016-10-07 12:03:00,BHMBCCMKT01,577,210,0,car,26.14453614,91.73617216,high,7,0.36395147313691506,20.0,0.14106339810027888,11.128507184802231,11.173687949433898
2016-10-07 12:30:00,BHMBCCMKT01,577,206,0,bike,26.14453614,91.73617216,high,7,0.35701906412478335,20.0,0.10743472179560666,10.859477774364855,11.068951224410885
2016-10-07 13:04:00,BHMBCCMKT01,577,200,0,car,26.14453614,91.73617216,high,7,0.3466204506065858,20.0,0.13085710199276265,11.046856815942101,11.061586421587958
2016-10-07 13:30:00,BHMBCCMKT01,577,201,0,car,26.14453614,91.73617216,high,7,0.3483535528596187,20.0,0.13187901777061778,11.055032142164942,11.059401661780287
2016-10-07 14:03:00,BHMBCCMKT01,577,193,0,bike,26.14453614,91.73617216,average,3,0.3344887348353553,20.0,0.1510873816388344,11.208699053110676,11.109167458890417
2016-10-07 14:30:00,BHMBCCMKT01,577,181,0,car,26.14453614,91.73617216,average,4,0.31369150779896016,20.0,0.1686673057166948,11.349338445733558,11.189224454504798
2016-10-07 15:04:00,BHMBCCMKT01,577,172,0,truck,26.14453614,91.73617216,low,2,0.29809358752166376,20.0,0.24482091140338375,11.958567291227071,11.445672066745555
2016-10-07 15:30:00,BHMBCCMKT01,577,159,0,cycle,26.14453614,91.73617216,low,2,0.2755632582322357,20.0,0.155115473771781,11.240923790174248,11.377422641221788
2016-10-07 15:57:00,BHMBCCMKT01,577,158,0,cycle,26.14453614,91.73617216,low,2,0.2738301559792028,20.0,0.15410046897359178,11.232803751788733,11.329216344744104
2016-10-07 16:30:00,BHMBCCMKT01,577,132,0,car,26.14453614,91.73617216,low,2,0.22876949740034663,20.0,0.17643579420977012,11.411486353678162,11.356639681055459
2016-10-08 07:57:00,BHMBCCMKT01,577,58,0,car,26.14453614,91.73617216,low,1,0.10051993067590988,20.0,0.10049155148891453,10.803932411911317,11.172403924674079
2016-10-08 08:30:00,BHMBCCMKT01,577,61,0,car,26.14453614,91.73617216,average,2,0.10571923743500866,20.0,0.04444210986941156,10.355536878955292,10.900114909434484
2016-10-08 08:57:00,BHMBCCMKT01,577,75,0,truck,26.14453614,91.73617216,low,1,0.12998266897746968,20.0,0.14742728211289247,11.17941825690314,10.99321602525737
2016-10-08 09:30:00,BHMBCCMKT01,577,104,0,car,26.14453614,91.73617216,low,2,0.18024263431542462,20.0,0.14808843524019383,11.18470748192155,11.057046510812096
2016-10-08 10:04:00,BHMBCCMKT01,577,158,0,car,26.14453614,91.73617216,low,3,0.2738301559792028,20.0,0.20299843431584877,11.623987474526789,11.246026832050328
2016-10-08 10:30:00,BHMBCCMKT01,577,191,0,truck,26.14453614,91.73617216,average,3,0.3310225303292894,20.0,0.2071323802366794,11.657059041893437,11.383037568664697
2016-10-08 10:57:00,BHMBCCMKT01,577,223,0,truck,26.14453614,91.73617216,average,4,0.38648180242634317,20.0,0.23924093072539282,11.913927445803143,11.56000086104418
2016-10-08 11:30:00,BHMBCCMKT01,577,254,0,car,26.14453614,91.73617216,average,4,0.44020797227036396,20.0,0.24134753922456406,11.930780313796511,11.683594011961624
2016-10-08 12:04:00,BHMBCCMKT01,577,306,0,car,26.14453614,91.73617216,high,7,0.5303292894280762,20.0,0.23723020390105648,11.897841631208452,11.7550098850439
2016-10-08 12:30:00,BHMBCCMKT01,577,320,0,car,26.14453614,91.73617216,high,8,0.5545927209705372,20.0,0.2514078446765318,12.011262757412256,11.840427509166688
2016-10-08 13:04:00,BHMBCCMKT01,577,348,0,car,26.14453614,91.73617216,high,7,0.6031195840554593,20.0,0.2779981703844823,12.22398536307586,11.968280127136413
2016-10-08 13:30:00,BHMBCCMKT01,577,357,0,car,26.14453614,91.73617216,high,7,0.6187175043327556,20.0,0.28661099070310786,12.292887925624862,12.076482726632563
2016-10-08 14:03:00,BHMBCCMKT01,577,395,0,bike,26.14453614,91.73617216,average,4,0.6845753899480069,20.0,0.34769990214325724,12.781599217146058,12.31152155680373
2016-10-08 14:30:00,BHMBCCMKT01,577,400,0,car,26.14453614,91.73617216,average,4,0.6932409012131716,20.0,0.3782571776301965,13.026057421041573,12.549700178216344
2016-10-08 14:57:00,BHMBCCMKT01,577,395,0,car,26.14453614,91.73617216,average,4,0.6845753899480069,20.0,0.37379304056260415,12.990344324500834,12.696581560311175
2016-10-08 15:30:00,BHMBCCMKT01,577,406,0,car,26.14453614,91.73617216,average,3,0.7036395147313691,20.0,0.38314748247034286,13.065179859762743,12.819447660128366
2016-10-08 16:04:00,BHMBCCMKT01,577,381,0,car,26.14453614,91.73617216,low,2,0.6603119584055459,20.0,0.4113433038813361,13.290746431050689,12.976547250435807
2016-10-08 16:30:00,BHMBCCMKT01,577,365,0,truck,26.14453614,91.73617216,low,2,0.6325823223570191,20.0,0.4223832529491668,13.379066023593333,13.110720174821651
2016-10-09 08:04:00,BHMBCCMKT01,577,42,1,car,26.14453614,91.73617216,low,2,0.07279029462738301,20.0,0.45001097316057853,13.600087785284629,13.273842711642644
2016-10-09 08:30:00,BHMBCCMKT01,577,42,1,bike,26.14453614,91.73617216,low,2,0.07279029462738301,20.0,0.425766230417709,13.406129843341672,13.317938422208988
2016-10-09 09:04:00,BHMBCCMKT01,577,43,1,car,26.14453614,91.73617216,low,2,0.07452339688041594,20.0,0.4508398641415361,13.60671891313229,13.41419858585009
2016-10-09 09:30:00,BHMBCCMKT01,577,43,1,cycle,26.14453614,91.73617216,low,2,0.07452339688041594,20.0,0.41011868542367713,13.280949483389417,13.369782218363198
2016-10-09 09:57:00,BHMBCCMKT01,577,50,1,car,26.14453614,91.73617216,average,3,0.08665511265164645,20.0,0.4082862034041779,13.266289627233423,13.335284687986608
2016-10-09 10:30:00,BHMBCCMKT01,577,64,1,cycle,26.14453614,91.73617216,high,5,0.11091854419410745,20.0,0.3267190355773458,12.613752284618766,13.094773886863994
2016-10-09 11:04:00,BHMBCCMKT01,577,100,1,truck,26.14453614,91.73617216,average,6,0.1733102253032929,20.0,0.4754631119785324,13.80370489582826,13.331084223185417
2016-10-09 11:30:00,BHMBCCMKT01,577,126,1,car,26.14453614,91.73617216,average,6,0.21837088388214904,20.0,0.47316624520760603,13.785329961660848,13.482499469343896
2016-10-09 11:57:00,BHMBCCMKT01,577,148,1,car,26.14453614,91.73617216,average,6,0.2564991334488735,20.0,0.49072819472618784,13.925825557809503,13.630274832165766
2016-10-09 12:30:00,BHMBCCMKT01,577,170,1,truck,26.14453614,91.73617216,high,9,0.29462738301559793,20.0,0.48649312961994656,13.891945036959573,13.717498233763703
2016-10-09 13:04:00,BHMBCCMKT01,577,189,1,car,26.14453614,91.73617216,high,8,0.3275563258232236,20.0,0.4782348801534781,13.825879041227825,13.753625169585078
2016-10-09 13:30:00,BHMBCCMKT01,577,205,1,bike,26.14453614,91.73617216,high,9,0.35528596187175043,20.0,0.4682690756847245,13.746152605477796,13.751134314882652
2016-10-09 14:03:00,BHMBCCMKT01,577,208,1,cycle,26.14453614,91.73617216,high,7,0.36048526863084923,20.0,0.4541614092906792,13.633291274325433,13.711853301363579
2016-10-09 14:30:00,BHMBCCMKT01,577,209,1,car,26.14453614,91.73617216,average,5,0.36221837088388215,20.0,0.5370002356805441,14.296001885444355,13.906569496057172
2016-10-09 15:04:00,BHMBCCMKT01,577,191,1,car,26.14453614,91.73617216,low,3,0.3310225303292894,20.0,0.5650175462316611,14.520140369853289,14.111093120655879
2016-10-09 15:30:00,BHMBCCMKT01,577,180,1,car,26.14453614,91.73617216,low,3,0.3119584055459272,20.0,0.5571804363318339,14.457443490654672,14.22654324398881
2016-10-09 16:03:00,BHMBCCMKT01,577,155,1,truck,26.14453614,91.73617216,low,3,0.268630849220104,20.0,0.5599348674026793,14.479478939221435,14.310855142399685
2016-10-09 16:30:00,BHMBCCMKT01,577,133,1,car,26.14453614,91.73617216,low,2,0.23050259965337955,20.0,0.522186596089565,14.177492768716519,14.266401017838632
2016-10-10 08:04:00,BHMBCCMKT01,577,54,0,bike,26.14453614,91.73617216,low,1,0.09358752166377816,20.0,0.06657382790785656,10.532590623262852,13.02179755298004
2016-10-10 08:30:00,BHMBCCMKT01,577,56,0,truck,26.14453614,91.73617216,low,1,0.09705372616984402,20.0,0.12804540571180228,11.024363245694417,12.355986117218166
2016-10-10 09:04:00,BHMBCCMKT01,577,65,0,car,26.14453614,91.73617216,low,1,0.11265164644714037,20.0,0.10769167937414746,10.86153343499318,11.857835223143171
2016-10-10 09:30:00,BHMBCCMKT01,577,73,0,bike,26.14453614,91.73617216,low,2,0.1265164644714038,20.0,0.08673127985490516,10.693850238839243,11.469840228375196
2016-10-10 10:03:00,BHMBCCMKT01,577,92,0,cycle,26.14453614,91.73617216,low,2,0.15944540727902945,20.0,0.08649046564824321,10.691923725185946,11.210534727312114
2016-10-10 10:30:00,BHMBCCMKT01,577,113,0,cycle,26.14453614,91.73617216,average,4,0.19584055459272098,20.0,0.049543459949883906,10.39634767959907,10.9391390447411
2016-10-10 10:57:00,BHMBCCMKT01,577,144,0,car,26.14453614,91.73617216,average,3,0.24956672443674177,20.0,0.1305504729250304,11.044403783400243,10.974227290960815
2016-10-10 11:30:00,BHMBCCMKT01,577,149,0,car,26.14453614,91.73617216,average,4,0.2582322357019064,20.0,0.13616797940489198,11.089343835239136,11.012599472386922
2016-10-10 11:57:00,BHMBCCMKT01,577,159,0,car,26.14453614,91.73617216,average,4,0.2755632582322357,20.0,0.146358987396801,11.170871899174408,11.065356947982751
2016-10-10 12:30:00,BHMBCCMKT01,577,171,0,car,26.14453614,91.73617216,high,6,0.29636048526863085,20.0,0.10059448643869809,10.804755891509586,10.978489929158364
2016-10-10 13:04:00,BHMBCCMKT01,577,176,0,truck,26.14453614,91.73617216,average,5,0.3050259965337955,20.0,0.19315776523767197,11.545262121901377,11.167413993406036
2016-10-10 13:30:00,BHMBCCMKT01,577,172,0,car,26.14453614,91.73617216,high,6,0.29809358752166376,20.0,0.10162371713985434,10.812989737118833,11.049272574643636
2016-10-10 14:03:00,BHMBCCMKT01,577,161,0,car,26.14453614,91.73617216,high,5,0.27902946273830154,20.0,0.08977497611625745,10.71819980893006,10.938914986072444
2016-10-10 14:30:00,BHMBCCMKT01,577,154,0,car,26.14453614,91.73617216,average,3,0.2668977469670711,20.0,0.1407576338728072,11.126061070982459,11.001297014375783
2016-10-10 14:57:00,BHMBCCMKT01,577,137,0,car,26.14453614,91.73617216,average,4,0.23743500866551126,20.0,0.12390080591230067,10.991206447298405,10.997933492016656
2016-10-10 15:30:00,BHMBCCMKT01,577,129,0,bike,26.14453614,91.73617216,low,1,0.22357019064124783,20.0,0.14366130191150212,11.149290415292016,11.048385799775112
2016-10-10 15:57:00,BHMBCCMKT01,577,130,0,car,26.14453614,91.73617216,average,3,0.22530329289428075,20.0,0.11621429919436976,10.92971439355496,11.008828664368394
2016-10-10 16:30:00,BHMBCCMKT01,577,114,0,truck,26.14453614,91.73617216,low,2,0.1975736568457539,20.0,0.18734489148972353,11.498759131917788,11.172138820218194
2016-10-11 08:04:00,BHMBCCMKT01,577,56,0,bike,26.14453614,91.73617216,average,1,0.09705372616984402,20.0,0.008751942911467291,10.070015543291738,10.804764394576043
2016-10-11 08:30:00,BHMBCCMKT01,577,64,0,car,26.14453614,91.73617216,low,1,0.11091854419410745,20.0,0.1066637630719676,10.85331010457574,10.820946297909277
2016-10-11 08:57:00,BHMBCCMKT01,577,74,0,truck,26.14453614,91.73617216,low,1,0.12824956672443674,20.0,0.14640986633610792,11.171278930688864,10.93772384216914
2016-10-11 09:30:00,BHMBCCMKT01,577,93,0,bike,26.14453614,91.73617216,low,2,0.1611785095320624,20.0,0.10733193474327862,10.858655477946229,10.911367720761504
2016-10-11 09:57:00,BHMBCCMKT01,577,129,0,bike,26.14453614,91.73617216,average,2,0.22357019064124783,20.0,0.08497654602778434,10.679812368222274,10.83418260324843
2016-10-11 10:30:00,BHMBCCMKT01,577,167,0,car,26.14453614,91.73617216,average,3,0.28942807625649913,20.0,0.15398203051527873,11.231856244122229,10.966740483539697
2016-10-11 10:57:00,BHMBCCMKT01,577,200,0,car,26.14453614,91.73617216,average,3,0.3466204506065858,20.0,0.1872947227918234,11.498357782334587,11.14394624980466
2016-10-11 11:30:00,BHMBCCMKT01,577,219,0,car,26.14453614,91.73617216,average,5,0.37954939341421146,20.0,0.20728166251108024,11.658253300088642,11.315381933232654
2016-10-11 12:03:00,BHMBCCMKT01,577,225,0,car,26.14453614,91.73617216,high,7,0.389948006932409,20.0,0.1563161397048394,11.250529117638715,11.293764328034676
2016-10-11 12:30:00,BHMBCCMKT01,577,221,0,cycle,26.14453614,91.73617216,high,8,0.3830155979202773,20.0,0.1035957995220893,10.828766396176714,11.138765017415356
2016-10-11 13:04:00,BHMBCCMKT01,577,217,0,cycle,26.14453614,91.73617216,high,6,0.37608318890814557,20.0,0.09844956666508564,10.787596533320684,11.021708856050466
2016-10-11 13:31:00,BHMBCCMKT01,577,217,0,cycle,26.14453614,91.73617216,high,6,0.37608318890814557,20.0,0.09844956666508564,10.787596533320684,10.943671415140539
2016-10-11 14:04:00,BHMBCCMKT01,577,208,0,bike,26.14453614,91.73617216,average,4,0.36048526863084923,20.0,0.1667976858065061,11.334381486452049,11.07390810557771
2016-10-11 14:30:00,BHMBCCMKT01,577,191,0,car,26.14453614,91.73617216,average,3,0.3310225303292894,20.0,0.1782486770100794,11.425989416080636,11.191268542412018
2016-10-11 15:03:00,BHMBCCMKT01,577,167,0,bike,26.14453614,91.73617216,low,2,0.28942807625649913,20.0,0.18262479558691358,11.46099836469531,11.281178483173116
2016-10-11 15:33:00,BHMBCCMKT01,577,159,0,car,26.14453614,91.73617216,low,2,0.2755632582322357,20.0,0.20349688684489317,11.627975094759147,11.396777353701793
2016-10-11 16:01:00,BHMBCCMKT01,577,150,0,bike,26.14453614,91.73617216,low,1,0.25996533795493937,20.0,0.16497744405760303,11.319819552460824,11.371124753288138
2016-10-11 16:26:00,BHMBCCMKT01,577,127,0,car,26.14453614,91.73617216,low,2,0.22010398613518198,20.0,0.17139375988998196,11.371150079119856,11.371133195232044
2016-10-12 08:04:00,BHMBCCMKT01,577,51,0,bike,26.14453614,91.73617216,low,1,0.08838821490467938,20.0,0.06346743501454982,10.507739480116399,11.083335290193496
2016-10-12 08:31:00,BHMBCCMKT01,577,57,0,car,26.14453614,91.73617216,low,2,0.09878682842287695,20.0,0.09997684451357075,10.799814756108566,10.98882844549852
2016-10-12 09:03:00,BHMBCCMKT01,577,64,0,bike,26.14453614,91.73617216,low,1,0.11091854419410745,20.0,0.07691881954196547,10.615350556335724,10.864335815777588
2016-10-12 09:26:00,BHMBCCMKT01,577,73,0,car,26.14453614,91.73617216,low,1,0.1265164644714038,20.0,0.11590654287779766,10.927252343022381,10.885307991525853
2016-10-12 10:01:00,BHMBCCMKT01,577,99,0,car,26.14453614,91.73617216,average,3,0.17157712305025996,20.0,0.08430547846180551,10.674443827694445,10.815019936915384
2016-10-12 10:31:00,BHMBCCMKT01,577,112,0,bike,26.14453614,91.73617216,average,3,0.19410745233968804,20.0,0.06791953437158961,10.543356274972718,10.724465382934497
2016-10-12 11:04:00,BHMBCCMKT01,577,127,0,bike,26.14453614,91.73617216,average,4,0.22010398613518198,20.0,0.08394410267017977,10.671552821361438,10.706827862410144
2016-10-12 11:31:00,BHMBCCMKT01,577,128,0,car,26.14453614,91.73617216,average,4,0.2218370883882149,20.0,0.11467529562133948,10.917402364970716,10.777019363263669
2016-10-12 12:04:00,BHMBCCMKT01,577,143,0,car,26.14453614,91.73617216,high,6,0.24783362218370883,20.0,0.07169652765148465,10.573572221211878,10.709203649246405
2016-10-12 12:31:00,BHMBCCMKT01,577,158,0,car,26.14453614,91.73617216,average,5,0.2738301559792028,20.0,0.14585015545706972,11.166801243656558,10.861736180716456
2016-10-12 13:04:00,BHMBCCMKT01,577,157,0,bike,26.14453614,91.73617216,high,6,0.2720970537261698,20.0,0.05631816062496788,10.450545284999745,10.724672548810886
2016-10-12 13:34:00,BHMBCCMKT01,577,164,0,car,26.14453614,91.73617216,high,6,0.28422876949740034,20.0,0.0933839628842936,10.747071703074349,10.732138933565373
2016-10-12 14:03:00,BHMBCCMKT01,577,167,0,bike,26.14453614,91.73617216,high,5,0.28942807625649913,20.0,0.06615971542103151,10.529277723368251,10.664518530166333
2016-10-12 14:34:00,BHMBCCMKT01,577,159,0,bike,26.14453614,91.73617216,average,4,0.2755632582322357,20.0,0.1168810279208578,10.935048223366863,10.754695094566511
2016-10-12 15:01:00,BHMBCCMKT01,577,140,0,car,26.14453614,91.73617216,low,2,0.24263431542461006,20.0,0.1844837233708371,11.475869786966697,10.995086658699908
